# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 8.566006086766719818e-03 2.465011784806847572e-03 1.432570279575884342e-03 2.612512350082397461e+00 2.238883404061198235e-03 6.687394343316555023e-04 8.481916040182113647e-03 2.419379306957125664e-03 1.413920428603887558e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+03 2.298390027135610580e-03 1.527868444100022316e-03 1.962836540769785643e-04 4.890067130327224731e-02 3.775741788558661938e-04 9.750781828188337386e-06 2.094525145366787910e-03 1.607198384590446949e-03 1.854114088928326964e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+03 3.280559321865439415e-03 2.514013554900884628e-03 9.326038707513362169e-05 2.390000596642494202e-02 5.334105226211249828e-04 2.268645039293915033e-05 3.069881116971373558e-03 2.458159113302826881e-03 9.414155647391453385e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000000000e+03 2.596165053546428680e-03 1.377599197439849377e-03 1.075242180377244949e-04 1.693455316126346588e-02 6.553296116180717945e-04 6.107610715844202787e-06 2.520238049328327179e-03 1.436778111383318901e-03 1.046860634232871234e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+03 1.887545804493129253e-03 1.283175777643918991e-03 7.629239553352817893e-05 1.242413092404603958e-02 8.402831736020743847e-04 2.708477495616534725e-06 2.047030720859766006e-03 1.347649609670042992e-03 7.009288674453273416e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+03 1.818872988224029541e-03 9.357519447803497314e-04 5.028626401326619089e-05 1.030858699232339859e-02 9.091066312976181507e-04 8.486733236168220174e-07 2.078647725284099579e-03 1.093515311367809772e-03 4.700020144809968770e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+03 1.704921480268239975e-03 8.481543627567589283e-04 3.825950989266857505e-05 8.864353410899639130e-03 9.994612773880362511e-04 1.242490952790831216e-06 2.094327472150325775e-03 1.082702539861202240e-03 3.563833524822257459e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000000000e+03 1.625002943910658360e-03 8.020108798518776894e-04 4.878017352893948555e-05 7.885308936238288879e-03 1.123553491197526455e-03 1.285531425310182385e-06 2.105582039803266525e-03 1.049661310389637947e-03 4.733874447993002832e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.000000000000000000e+03 1.597043592482805252e-03 8.116253884509205818e-04 3.190446659573353827e-05 7.188654039055109024e-03 1.209002221003174782e-03 4.692334698574995855e-07 2.130934968590736389e-03 1.071080332621932030e-03 3.371415004949085414e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.000000000000000000e+03 1.568275853060185909e-03 8.138287812471389771e-04 2.744727134995628148e-05 6.693108938634395599e-03 1.272784778848290443e-03 2.337173299338246579e-07 2.138510113582015038e-03 1.076379325240850449e-03 2.888746894313953817e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.533177564851939678e-03 8.019022061489522457e-04 2.860309177776798606e-05 6.306297145783901215e-03 1.337390276603400707e-03 4.323950122397945961e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.533177564851939678e-03 8.019022061489522457e-04 2.860309177776798606e-05 6.306297145783901215e-03 1.337390276603400707e-03 4.323950122397945961e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.100000000000000000e+04 9.432692895643413067e-04 7.145550334826111794e-04 5.382506969908718020e-06 4.522611852735280991e-03 1.702702837064862251e-03 4.703755678292509401e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000000000000000e+04 8.010027231648564339e-04 6.827150355093181133e-04 1.037297715811291710e-05 2.923546824604272842e-03 1.694086240604519844e-03 1.564344529469963163e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.300000000000000000e+04 6.769201136194169521e-04 5.732282297685742378e-04 2.747018015725188889e-06 2.237775828689336777e-03 1.638312591239809990e-03 2.123406517284820438e-08 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.400000000000000000e+04 7.452084682881832123e-04 7.372112013399600983e-04 6.714086794090690091e-06 8.654507109895348549e-04 6.138615426607429981e-04 1.700076808219819213e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000000000000000e+04 4.674745141528546810e-04 4.230781341902911663e-04 1.414109306097088847e-06 5.420379457063972950e-04 4.943927633576095104e-04 1.308729622451210162e-07 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.600000000000000000e+04 3.826949687208980322e-04 2.830377488862723112e-04 3.475655034890223760e-07 3.870701475534588099e-04 4.317436250858008862e-04 6.657642437346567021e-09 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000000000e+04 2.881557738874107599e-04 2.072816714644432068e-04 1.369893851688175346e-07 3.509887028485536575e-04 3.810980706475675106e-04 6.637293492595119915e-10 2.142127370461821556e-03 1.058959984220564365e-03 2.957432479888666421e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.757100000000000000e+04 2.667107910383492708e-04 2.162830060115084052e-04 4.696262223546909809e-08 3.245826810598373413e-04 3.459880244918167591e-04 7.537360735554443636e-10 7.995323538780212402e-01 9.876823425292968750e-01 9.888804441970933112e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
